"incident_date","incident_datetime","analysis_neighborhood","incident_category","incident_category","resolution","police_district","incident_description","incident_number"
"2023-01-19 00:00:00","2023-01-19 16:10:00","Financial District/South Beach","Offences Against The Family And Children","Offences Against The Family And Children","Open or Active","Southern","Domestic Violence (secondary only)","230044783"
"2023-01-19 00:00:00","2023-01-19 16:20:00","Nob Hill","Malicious Mischief","Malicious Mischief","Open or Active","Northern","Malicious Mischief, Vandalism to Vehicle","230044545"
"2023-01-19 00:00:00","2023-01-19 16:20:00","Nob Hill","Assault","Assault","Open or Active","Northern","Assault, Non-Aggravated","230044545"
"2023-01-19 00:00:00","2023-01-19 16:23:00","Tenderloin","Non-Criminal","Non-Criminal","Open or Active","Tenderloin","Aided case, Naloxone Deployment","230044266"
"2023-01-19 00:00:00","2023-01-19 16:31:00","McLaren Park","Recovered Vehicle","Recovered Vehicle","Open or Active","Bayview","Vehicle, Recovered, Auto","230044501"
"2023-01-19 00:00:00","2023-01-19 16:35:00","Hayes Valley","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, From Person, >$950 (other than Pickpocket)","230044391"
"2023-01-19 00:00:00","2023-01-19 16:35:00","Golden Gate Park","Non-Criminal","Non-Criminal","Open or Active","Richmond","Aided Case","230044357"
"2023-01-19 00:00:00","2023-01-19 16:39:00","Bayview Hunters Point","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Bayview","Resisting, Delaying, or Obstructing  Peace Officer Duties","210705905"
"2023-01-19 00:00:00","2023-01-19 16:39:00","Bayview Hunters Point","Warrant","Warrant","Cite or Arrest Adult","Bayview","Warrant Arrest, Local SF Warrant","210705905"
"2023-01-19 00:00:00","2023-01-19 16:40:00","Tenderloin","Other Miscellaneous","Other Miscellaneous","Open or Active","Tenderloin","Investigative Detention","230045468"
"2023-01-19 00:00:00","2023-01-19 16:40:00","Tenderloin","Larceny Theft","Larceny Theft","Open or Active","Tenderloin","Theft, From Building, $50-$200","230045468"
"2023-01-19 00:00:00","2023-01-19 16:45:00","Tenderloin","Larceny Theft","Larceny Theft","Cite or Arrest Adult","Central","Theft, Shoplifting, $200-$950","230044614"
"2023-01-19 00:00:00","2023-01-19 16:50:00","Lakeshore","Assault","Assault","Open or Active","Taraval","Battery","230044476"
"2023-01-19 00:00:00","2023-01-19 16:50:00","Lakeshore","Robbery","Robbery","Open or Active","Taraval","Robbery, Att., W/ Force","230044476"
"2023-01-19 00:00:00","2023-01-19 16:55:00","Nob Hill","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, Pickpocket, $200-$950","230044636"
"2023-01-19 00:00:00","2023-01-19 16:56:00","Hayes Valley","Robbery","Robbery","Open or Active","Northern","Robbery, W/ Force","230044448"
"2023-01-19 00:00:00","2023-01-19 17:00:00","Sunset/Parkside","Fraud","Fraud","Open or Active","Taraval","False Personation to Receive Money or Property","230048763"
"2023-01-19 00:00:00","2023-01-19 17:00:00","Golden Gate Park","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Richmond","Vehicle, Stolen, Auto","230045935"
"2023-01-19 00:00:00","2023-01-19 17:00:00","Tenderloin","Suspicious Occ","Suspicious Occ","Open or Active","Tenderloin","Suspicious Occurrence","230045220"
"2023-01-19 00:00:00","2023-01-19 17:15:00","Outer Richmond","Larceny Theft","Larceny Theft","Open or Active","Richmond","Theft, From Locked Vehicle, >$950","236012378"
"2023-01-19 00:00:00","2023-01-19 17:20:00","Hayes Valley","Recovered Vehicle","Recovered Vehicle","Cite or Arrest Adult","Northern","Vehicle, Recovered, Motorcycle","230043202"
"2023-01-19 00:00:00","2023-01-19 17:30:00","Inner Richmond","Larceny Theft","Larceny Theft","Open or Active","Richmond","Theft, From Locked Vehicle, >$950","236012102"
"2023-01-19 00:00:00","2023-01-19 17:39:00","Tenderloin","Assault","Assault","Cite or Arrest Adult","Tenderloin","Assault, Aggravated, W/ Force","230030124"
"2023-01-19 00:00:00","2023-01-19 17:39:00","Tenderloin","Assault","Assault","Cite or Arrest Adult","Tenderloin","Battery with Serious Injuries","230030124"
"2023-01-19 00:00:00","2023-01-19 17:47:00","Financial District/South Beach","Larceny Theft","Larceny Theft","Open or Active","Tenderloin","Theft, Other Property, $50-$200","236012293"
"2023-01-19 00:00:00","2023-01-19 18:03:00","Bayview Hunters Point","Drug Offense","Drug Offense","Cite or Arrest Adult","Bayview","Methamphetamine Offense","230044595"
"2023-01-19 00:00:00","2023-01-19 18:03:00","Bayview Hunters Point","Drug Offense","Drug Offense","Cite or Arrest Adult","Bayview","Methadone Offense","230044595"
"2023-01-19 00:00:00","2023-01-19 18:03:00","Bayview Hunters Point","Warrant","Warrant","Cite or Arrest Adult","Bayview","Warrant Arrest, Enroute To Outside Jurisdiction","230044595"
"2023-01-19 00:00:00","2023-01-19 18:18:00","Tenderloin","Motor Vehicle Theft","Motor Vehicle Theft","Cite or Arrest Adult","Tenderloin","Vehicle, Stolen & Recovered","230044686"
"2023-01-19 00:00:00","2023-01-19 18:20:00","Tenderloin","Motor Vehicle Theft","Motor Vehicle Theft","Cite or Arrest Adult","Tenderloin","Vehicle, Stolen & Recovered","230044686"
"2023-01-19 00:00:00","2023-01-19 18:22:00","Bayview Hunters Point","Assault","Assault","Cite or Arrest Adult","Bayview","Battery","230044711"
"2023-01-19 00:00:00","2023-01-19 18:26:00","Bayview Hunters Point","Warrant","Warrant","Cite or Arrest Adult","Bayview","Warrant Arrest, Local SF Warrant","230044658"
"2023-01-19 00:00:00","2023-01-19 18:26:00","Bayview Hunters Point","Traffic Violation Arrest","Traffic Violation Arrest","Cite or Arrest Adult","Bayview","Traffic Violation Arrest","230044658"
"2023-01-19 00:00:00","2023-01-19 18:30:00","Mission","Larceny Theft","Larceny Theft","Open or Active","Southern","Theft, Pickpocket, >$950","230044915"
"2023-01-19 00:00:00","2023-01-19 18:45:00","Hayes Valley","Missing Person","Missing Person","Open or Active","Northern","Missing Adult","230044921"
"2023-01-19 00:00:00","2023-01-19 18:45:00","Mission","Fraud","Fraud","Open or Active","Mission","Access Card Information, Theft of","230046121"
"2023-01-19 00:00:00","2023-01-19 18:45:00","Potrero Hill","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Southern","Vehicle, Stolen, Auto","230045509"
"2023-01-19 00:00:00","2023-01-19 18:45:00","Mission","Forgery And Counterfeiting","Forgery And Counterfeiting","Open or Active","Mission","Forgery & Counterfeiting (general)","230046121"
"2023-01-19 00:00:00","2023-01-19 18:45:00","Mission Bay","Larceny Theft","Larceny Theft","Open or Active","Southern","Theft, From Locked Vehicle, $200-$950","230044846"
"2023-01-19 00:00:00","2023-01-19 19:00:00","Financial District/South Beach","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, From Locked Vehicle, >$950","236012237"
"2023-01-19 00:00:00","2023-01-19 19:06:00","Inner Richmond","Missing Person","Missing Person","Open or Active","Richmond","Found Person","230019112"
"2023-01-19 00:00:00","2023-01-19 19:23:00","Japantown","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, From Locked Vehicle, >$950","236012049"
"2023-01-19 00:00:00","2023-01-19 19:30:00","West of Twin Peaks","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Taraval","Vehicle, Stolen, Auto","230046262"
"2023-01-19 00:00:00","2023-01-19 19:30:00","Financial District/South Beach","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Southern","Vehicle, Stolen, Auto","230044755"
"2023-01-19 00:00:00","2023-01-19 19:40:00","North Beach","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, From Locked Vehicle, >$950","230044777"
"2023-01-19 00:00:00","2023-01-19 19:50:00","Pacific Heights","Warrant","Warrant","Cite or Arrest Adult","Northern","Warrant Arrest, Enroute To Outside Jurisdiction","230044824"
"2023-01-19 00:00:00","2023-01-19 19:50:00","Pacific Heights","Malicious Mischief","Malicious Mischief","Cite or Arrest Adult","Northern","Malicious Mischief, Vandalism to Vehicle","230044824"
"2023-01-19 00:00:00","2023-01-19 19:55:00","Russian Hill","Other Miscellaneous","Other Miscellaneous","Open or Active","Northern","Investigative Detention","230044852"
"2023-01-19 00:00:00","2023-01-19 19:55:00","Russian Hill","Other Miscellaneous","Other Miscellaneous","Open or Active","Northern","Trespassing","230044852"
"2023-01-19 00:00:00","2023-01-19 20:00:00","Mission","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Southern","Kidnapping (Adult victim)","230045270"
"2023-01-19 00:00:00","2023-01-19 20:00:00","Mission","Assault","Assault","Cite or Arrest Adult","Southern","Assault, Aggravated, W/ Gun","230045270"
"2023-01-19 00:00:00","2023-01-19 20:00:00","Mission","Weapons Carrying Etc","Weapons Carrying Etc","Cite or Arrest Adult","Southern","Firearm, Possession of Loaded","230045270"
"2023-01-19 00:00:00","2023-01-19 20:00:00","Hayes Valley","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Northern","Vehicle, Stolen, Auto","230048199"
"2023-01-19 00:00:00","2023-01-19 20:00:00","Outer Richmond","Larceny Theft","Larceny Theft","Open or Active","Richmond","Theft, From Locked Vehicle, >$950","236012118"
"2023-01-19 00:00:00","2023-01-19 20:00:00","Excelsior","Larceny Theft","Larceny Theft","Open or Active","Ingleside","License Plate, Stolen","230047436"
"2023-01-19 00:00:00","2023-01-19 20:00:00","Financial District/South Beach","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, From Locked Vehicle, >$950","230045612"
"2023-01-19 00:00:00","2023-01-19 20:00:00","Sunset/Parkside","Larceny Theft","Larceny Theft","Open or Active","Taraval","License Plate, Stolen","230046591"
"2023-01-19 00:00:00","2023-01-19 20:08:00","Hayes Valley","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, From Person, >$950 (other than Pickpocket)","230044874"
"2023-01-19 00:00:00","2023-01-19 20:20:00","Castro/Upper Market","Offences Against The Family And Children","Offences Against The Family And Children","Open or Active","Mission","Domestic Violence (secondary only)","230045004"
"2023-01-19 00:00:00","2023-01-19 20:20:00","Castro/Upper Market","Miscellaneous Investigation","Miscellaneous Investigation","Open or Active","Mission","Miscellaneous Investigation","230045004"
"2023-01-19 00:00:00","2023-01-19 20:30:00","Chinatown","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, From Locked Vehicle, >$950","236012221"
"2023-01-19 00:00:00","2023-01-19 20:30:00","Japantown","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, From Locked Vehicle, >$950","236012055"
"2023-01-19 00:00:00","2023-01-19 20:32:00","Tenderloin","Assault","Assault","Open or Active","Tenderloin","Battery","230044943"
"2023-01-19 00:00:00","2023-01-19 20:32:00","Tenderloin","Malicious Mischief","Malicious Mischief","Open or Active","Tenderloin","Malicious Mischief, Vandalism to Property","230044943"
"2023-01-19 00:00:00","2023-01-19 21:05:00","Mission","Robbery","Robbery","Open or Active","Mission","Robbery, Street or Public Place, W/ Gun","230044937"
"2023-01-19 00:00:00","2023-01-19 21:05:00","Mission","Assault","Assault","Open or Active","Mission","Assault, Aggravated, W/ Gun","230044937"
"2023-01-19 00:00:00","2023-01-19 21:08:00","Outer Richmond","Other Miscellaneous","Other Miscellaneous","Open or Active","Richmond","Evading a Police Officer Recklessly","230045076"
"2023-01-19 00:00:00","2023-01-19 21:10:00","Haight Ashbury","Other","Other","Open or Active","Park","Death Report, Cause Unknown","230044993"
"2023-01-19 00:00:00","2023-01-19 21:18:00","Outer Mission","Offences Against The Family And Children","Offences Against The Family And Children","Cite or Arrest Adult","Ingleside","Domestic Violence (secondary only)","230044971"
"2023-01-19 00:00:00","2023-01-19 21:18:00","Outer Mission","Larceny Theft","Larceny Theft","Cite or Arrest Adult","Ingleside","Theft, Shoplifting, $200-$950","230044971"
"2023-01-19 00:00:00","2023-01-19 21:18:00","Outer Mission","Offences Against The Family And Children","Offences Against The Family And Children","Cite or Arrest Adult","Ingleside","Violation of Restraining Order","230044971"
"2023-01-19 00:00:00","2023-01-19 22:00:00","North Beach","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, From Locked Vehicle, >$950","230045979"
"2023-01-19 00:00:00","2023-01-19 22:09:00","Mission","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Mission","Vehicle, Stolen, Auto","230045026"
"2023-01-19 00:00:00","2023-01-19 22:14:00","South of Market","Assault","Assault","Open or Active","Southern","Battery","230045032"
"2023-01-19 00:00:00","2023-01-19 22:14:00","South of Market","Malicious Mischief","Malicious Mischief","Open or Active","Southern","Malicious Mischief, Vandalism to Vehicle","230045032"
"2023-01-19 00:00:00","2023-01-19 22:15:00","South of Market","Larceny Theft","Larceny Theft","Open or Active","Tenderloin","Theft, Other Property, $50-$200","236012312"
"2023-01-19 00:00:00","2023-01-19 22:26:00","South of Market","Drug Offense","Drug Offense","Cite or Arrest Adult","Southern","Methamphetamine Offense","230045054"
"2023-01-19 00:00:00","2023-01-19 22:26:00","South of Market","Warrant","Warrant","Cite or Arrest Adult","Southern","Warrant Arrest, Enroute To Outside Jurisdiction","230045054"
"2023-01-19 00:00:00","2023-01-19 22:26:00","South of Market","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Southern","Driving, No License Issued","230045054"
"2023-01-19 00:00:00","2023-01-19 22:28:00","South of Market","Recovered Vehicle","Recovered Vehicle","Open or Active","Tenderloin","Vehicle, Recovered, Auto","220848313"
"2023-01-19 00:00:00","2023-01-19 22:30:00","Inner Richmond","Larceny Theft","Larceny Theft","Open or Active","Richmond","Theft, Vehicle Strip, >$950","230045048"
"2023-01-19 00:00:00","2023-01-19 22:40:00","Pacific Heights","Missing Person","Missing Person","Open or Active","Northern","Found Person","230043064"
"2023-01-19 00:00:00","2023-01-19 22:56:00","Bayview Hunters Point","Recovered Vehicle","Recovered Vehicle","Open or Active","Bayview","Vehicle, Recovered, Auto","230041789"
"2023-01-19 00:00:00","2023-01-19 23:00:00","Mission","Larceny Theft","Larceny Theft","Open or Active","Mission","Theft, From Locked Vehicle, $50-$200","230045189"
"2023-01-19 00:00:00","2023-01-19 23:09:00","Tenderloin","Other Miscellaneous","Other Miscellaneous","Open or Active","Tenderloin","Investigative Detention","230045098"
"2023-01-19 00:00:00","2023-01-19 23:10:00","Chinatown","Non-Criminal","Non-Criminal","Open or Active","Central","Mental Health Detention","230045101"
"2023-01-19 00:00:00","2023-01-19 23:11:00","Castro/Upper Market","Recovered Vehicle","Recovered Vehicle","Open or Active","Park","Vehicle, Recovered, Auto","230045026"
"2023-01-19 00:00:00","2023-01-19 23:30:00","Bernal Heights","Larceny Theft","Larceny Theft","Cite or Arrest Adult","Ingleside","Theft, Other Property, $200-$950","230045775"
"2023-01-19 00:00:00","2023-01-19 23:39:00","Tenderloin","Non-Criminal","Non-Criminal","Open or Active","Tenderloin","Mental Health Detention","230045145"
"2023-01-19 00:00:00","2023-01-19 23:47:00","Bayview Hunters Point","Other Offenses","Other Offenses","Open or Active","Bayview","License Plate, Recovered","230040800"
"2023-01-19 00:00:00","2023-01-19 23:47:00","Bayview Hunters Point","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Bayview","Vehicle, Recovered, Stolen outside SF","230045117"
"2023-01-20 00:00:00","2023-01-20 00:00:00","Tenderloin","Weapons Offense","Weapons Offense","Open or Active","Tenderloin","Weapon, Deadly, Imitation or Laser Scope, Exhibiting","230045383"
"2023-01-20 00:00:00","2023-01-20 00:03:00","Mission","Burglary","Burglary","Open or Active","Southern","Burglary, Other Bldg., Forcible Entry","230045872"
"2023-01-20 00:00:00","2023-01-20 00:03:00","Mission","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Southern","Vehicle, Stolen, Auto","230045872"
"2023-01-20 00:00:00","2023-01-20 00:03:00","Mission","Other Miscellaneous","Other Miscellaneous","Open or Active","Southern","Defrauding Of Vehicle Repairman","230045872"
"2023-01-20 00:00:00","2023-01-20 00:05:00","Bayview Hunters Point","Missing Person","Missing Person","Open or Active","Bayview","Found Person","230042533"
"2023-01-20 00:00:00","2023-01-20 00:05:00","Inner Sunset","Non-Criminal","Non-Criminal","Open or Active","Taraval","Mental Health Detention","230045139"
"2023-01-20 00:00:00","2023-01-20 00:10:00","Tenderloin","Robbery","Robbery","Open or Active","Tenderloin","Robbery, Street or Public Place, W/ Force","230045167"
"2023-01-20 00:00:00","2023-01-20 00:20:00","Marina","Assault","Assault","Open or Active","Northern","Assault, Aggravated, W/ Force","230045151"
"2023-01-20 00:00:00","2023-01-20 00:24:00","Bayview Hunters Point","Robbery","Robbery","Open or Active","Bayview","Robbery, W/ Force","230018675"
"2023-01-20 00:00:00","2023-01-20 00:32:00","Tenderloin","Other Miscellaneous","Other Miscellaneous","Open or Active","Tenderloin","Unusual Occurrence","230045214"
"2023-01-20 00:00:00","2023-01-20 01:00:00","Excelsior","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Ingleside","Vehicle, Stolen, Truck","230046933"
"2023-01-20 00:00:00","2023-01-20 01:30:00","Seacliff","Other","Other","Open or Active","Richmond","Death Report, Cause Unknown","230045587"
"2023-01-20 00:00:00","2023-01-20 01:33:00","Tenderloin","Other","Other","Open or Active","Northern","Death Report, Cause Unknown","230045242"
"2023-01-20 00:00:00","2023-01-20 01:46:00","South of Market","Other Miscellaneous","Other Miscellaneous","Open or Active","Tenderloin","Investigative Detention","230045305"
"2023-01-20 00:00:00","2023-01-20 01:46:00","South of Market","Traffic Violation Arrest","Traffic Violation Arrest","Open or Active","Tenderloin","Traffic Violation Arrest","230045305"
"2023-01-20 00:00:00","2023-01-20 01:47:00","Bayview Hunters Point","Disorderly Conduct","Disorderly Conduct","Cite or Arrest Adult","Bayview","Terrorist Threats","230045236"
"2023-01-20 00:00:00","2023-01-20 01:51:00","Pacific Heights","Malicious Mischief","Malicious Mischief","Open or Active","Northern","Malicious Mischief, Vandalism to Vehicle","230045264"
"2023-01-20 00:00:00","2023-01-20 02:00:00","Chinatown","Non-Criminal","Non-Criminal","Open or Active","Central","Found  Property","230045292"
"2023-01-20 00:00:00","2023-01-20 02:05:00","Bayview Hunters Point","Offences Against The Family And Children","Offences Against The Family And Children","Cite or Arrest Adult","Bayview","Violation of Emergency Protective Order","230045258"
"2023-01-20 00:00:00","2023-01-20 03:00:00","Mission","Larceny Theft","Larceny Theft","Open or Active","Mission","Theft, Other Property, >$950","236012613"
"2023-01-20 00:00:00","2023-01-20 03:27:00","South of Market","Burglary","Burglary","Open or Active","Tenderloin","Burglary, Other Bldg., Forcible Entry","230045327"
"2023-01-20 00:00:00","2023-01-20 03:45:00","Mission","Burglary","Burglary","Open or Active","Mission","Burglary, Store, Att. Forcible Entry","230045311"
"2023-01-20 00:00:00","2023-01-20 04:00:00","Mission","Larceny Theft","Larceny Theft","Open or Active","Mission","Theft, From Unlocked Vehicle, >$950","236012629"
"2023-01-20 00:00:00","2023-01-20 04:00:00","West of Twin Peaks","Malicious Mischief","Malicious Mischief","Open or Active","Ingleside","Malicious Mischief, Breaking Windows","230045361"
"2023-01-20 00:00:00","2023-01-20 04:11:00","Castro/Upper Market","Burglary","Burglary","Open or Active","Park","Burglary, Other Bldg., Unlawful Entry","230045349"
"2023-01-20 00:00:00","2023-01-20 04:30:00","South of Market","Other Offenses","Other Offenses","Open or Active","Southern","License Plate, Found","230045515"
"2023-01-20 00:00:00","2023-01-20 04:50:00","Tenderloin","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Northern","Trespassing","230045377"
"2023-01-20 00:00:00","2023-01-20 05:00:00","Bernal Heights","Larceny Theft","Larceny Theft","Open or Active","Ingleside","License Plate, Stolen","230049711"
"2023-01-20 00:00:00","2023-01-20 05:00:00","Mission","Larceny Theft","Larceny Theft","Open or Active","Southern","License Plate, Stolen","230048600"
"2023-01-20 00:00:00","2023-01-20 05:49:00","Castro/Upper Market","Non-Criminal","Non-Criminal","Open or Active","Mission","Found  Property","230045402"
"2023-01-20 00:00:00","2023-01-20 06:00:00","Nob Hill","Larceny Theft","Larceny Theft","Open or Active","Tenderloin","License Plate, Stolen","230045430"
"2023-01-20 00:00:00","2023-01-20 06:06:00","Tenderloin","Warrant","Warrant","Cite or Arrest Adult","Tenderloin","Warrant Arrest, Local SF Warrant","210365327"
"2023-01-20 00:00:00","2023-01-20 06:10:00","Castro/Upper Market","Larceny Theft","Larceny Theft","Open or Active","Mission","Theft, From Locked Vehicle, >$950","236012572"
"2023-01-20 00:00:00","2023-01-20 06:30:00","Marina","Malicious Mischief","Malicious Mischief","Open or Active","Northern","Malicious Mischief, Breaking Windows","230045418"
"2023-01-20 00:00:00","2023-01-20 06:30:00","Marina","Malicious Mischief","Malicious Mischief","Open or Active","Northern","Malicious Mischief, Vandalism to Property","230045418"
"2023-01-20 00:00:00","2023-01-20 07:00:00","Excelsior","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Ingleside","Vehicle, Stolen, Auto","230050611"
"2023-01-20 00:00:00","2023-01-20 07:00:00","Tenderloin","Suspicious Occ","Suspicious Occ","Open or Active","Northern","Suspicious Occurrence","230048729"
"2023-01-20 00:00:00","2023-01-20 07:43:00","Visitacion Valley","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Ingleside","Resisting, Delaying, or Obstructing  Peace Officer Duties","230045480"
"2023-01-20 00:00:00","2023-01-20 07:43:00","Visitacion Valley","Disorderly Conduct","Disorderly Conduct","Cite or Arrest Adult","Ingleside","Terrorist Threats","230045480"
"2023-01-20 00:00:00","2023-01-20 07:43:00","Visitacion Valley","Weapons Offense","Weapons Offense","Cite or Arrest Adult","Ingleside","Weapon, Deadly, Imitation or Laser Scope, Exhibiting","230045480"
"2023-01-20 00:00:00","2023-01-20 08:15:00","Glen Park","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Ingleside","Vehicle, Stolen & Recovered","230045963"
"2023-01-20 00:00:00","2023-01-20 08:50:00","Tenderloin","Other Miscellaneous","Other Miscellaneous","Open or Active","Tenderloin","Investigative Detention","230045565"
"2023-01-20 00:00:00","2023-01-20 09:00:00","Inner Richmond","Lost Property","Lost Property","Open or Active","Richmond","Lost Property","236012453"
"2023-01-20 00:00:00","2023-01-20 09:06:00","Bayview Hunters Point","Assault","Assault","Open or Active","Bayview","Assault, Aggravated, W/ Other Weapon","230045606"
"2023-01-20 00:00:00","2023-01-20 09:20:00","Chinatown","Assault","Assault","Open or Active","Central","Battery","230045747"
"2023-01-20 00:00:00","2023-01-20 09:20:00","Chinatown","Other Miscellaneous","Other Miscellaneous","Open or Active","Central","Trespassing","230045747"
"2023-01-20 00:00:00","2023-01-20 09:27:00","Financial District/South Beach","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Central","Trespassing","230045640"
"2023-01-20 00:00:00","2023-01-20 09:30:00","Outer Mission","Fraud","Fraud","Open or Active","Ingleside","False Personation to Receive Money or Property","230048531"
"2023-01-20 00:00:00","2023-01-20 09:40:00","Bayview Hunters Point","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, From Locked Vehicle, >$950","230046052"
"2023-01-20 00:00:00","2023-01-20 09:50:00","Bernal Heights","Suicide","Suicide","Open or Active","Ingleside","Suicide By Strangulation/Hanging","230045690"
"2023-01-20 00:00:00","2023-01-20 10:00:00","Excelsior","Malicious Mischief","Malicious Mischief","Open or Active","Ingleside","Malicious Mischief, Vandalism to Vehicle","230045941"
"2023-01-20 00:00:00","2023-01-20 10:06:00","Tenderloin","Arson","Arson","Open or Active","Northern","Arson, Inhabited Dwelling","230045888"
"2023-01-20 00:00:00","2023-01-20 10:08:00","Tenderloin","Warrant","Warrant","Cite or Arrest Adult","Tenderloin","Warrant Arrest, Local SF Warrant","230045684"
"2023-01-20 00:00:00","2023-01-20 10:08:00","Tenderloin","Warrant","Warrant","Cite or Arrest Adult","Tenderloin","Warrant Arrest, Enroute To Outside Jurisdiction","230045684"
"2023-01-20 00:00:00","2023-01-20 10:10:00","Tenderloin","Assault","Assault","Open or Active","Tenderloin","Battery","230045769"
"2023-01-20 00:00:00","2023-01-20 10:11:00","North Beach","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, From Locked Vehicle, >$950","230045753"
"2023-01-20 00:00:00","2023-01-20 10:15:00","Mission Bay","Miscellaneous Investigation","Miscellaneous Investigation","Open or Active","Southern","Miscellaneous Investigation","230045719"
"2023-01-20 00:00:00","2023-01-20 10:15:00","North Beach","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, From Locked Vehicle, >$950","230045894"
"2023-01-20 00:00:00","2023-01-20 10:30:00","Bayview Hunters Point","Larceny Theft","Larceny Theft","Open or Active","Bayview","License Plate, Stolen","230047602"
"2023-01-20 00:00:00","2023-01-20 10:40:00","Noe Valley","Recovered Vehicle","Recovered Vehicle","Open or Active","Ingleside","Vehicle, Recovered, Motorcycle","220740236"
"2023-01-20 00:00:00","2023-01-20 10:40:00","Western Addition","Non-Criminal","Non-Criminal","Open or Active","Northern","Mental Health Detention","230045866"
"2023-01-20 00:00:00","2023-01-20 10:50:00","Western Addition","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Northern","Trespassing","220835398"
"2023-01-20 00:00:00","2023-01-20 10:50:00","Western Addition","Offences Against The Family And Children","Offences Against The Family And Children","Cite or Arrest Adult","Northern","Violation of Restraining Order","220835398"
"2023-01-20 00:00:00","2023-01-20 11:00:00","Mission","Fraud","Fraud","Open or Active","Mission","Fraudulent Game or Trick, Obtaining Money or Property","230048412"
"2023-01-20 00:00:00","2023-01-20 11:00:00","Bayview Hunters Point","Non-Criminal","Non-Criminal","Unfounded","Bayview","Found  Property","230048462"
"2023-01-20 00:00:00","2023-01-20 11:00:00","Mission","Fraud","Fraud","Open or Active","Mission","Computer System, Accessing, Copying, or Damaging","230048412"
"2023-01-20 00:00:00","2023-01-20 11:05:00","Sunset/Parkside","Larceny Theft","Larceny Theft","Open or Active","Taraval","Theft, Shoplifting, >$950","230046256"
"2023-01-20 00:00:00","2023-01-20 11:20:00","Hayes Valley","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, From Locked Vehicle, $200-$950","230046074"
"2023-01-20 00:00:00","2023-01-20 11:25:00","Excelsior","Larceny Theft","Larceny Theft","Open or Active","Ingleside","Theft, From Locked Vehicle, $200-$950","230046864"
"2023-01-20 00:00:00","2023-01-20 11:25:00","Sunset/Parkside","Larceny Theft","Larceny Theft","Open or Active","Taraval","Theft, Shoplifting, >$950","230046002"
"2023-01-20 00:00:00","2023-01-20 11:30:00","Haight Ashbury","Larceny Theft","Larceny Theft","Open or Active","Park","Theft, From Locked Vehicle, >$950","230046109"
"2023-01-20 00:00:00","2023-01-20 11:30:00","Golden Gate Park","Larceny Theft","Larceny Theft","Open or Active","Park","Theft, From Locked Vehicle, >$950","230046610"
"2023-01-20 00:00:00","2023-01-20 11:30:00","Haight Ashbury","Robbery","Robbery","Open or Active","Park","Robbery, W/ Force","230046109"
"2023-01-20 00:00:00","2023-01-20 11:30:00","Inner Sunset","Larceny Theft","Larceny Theft","Open or Active","Park","Theft, From Locked Vehicle, >$950","230046494"
"2023-01-20 00:00:00","2023-01-20 11:30:00","North Beach","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, From Locked Vehicle, >$950","230046353"
"2023-01-20 00:00:00","2023-01-20 11:30:00","West of Twin Peaks","Larceny Theft","Larceny Theft","Open or Active","Taraval","Theft, From Locked Vehicle, >$950","236012356"
"2023-01-20 00:00:00","2023-01-20 11:40:00","Bayview Hunters Point","Larceny Theft","Larceny Theft","Open or Active","Bayview","Theft, From Locked Vehicle, $50-$200","230046024"
"2023-01-20 00:00:00","2023-01-20 11:44:00","Financial District/South Beach","Larceny Theft","Larceny Theft","Cite or Arrest Adult","Central","Theft, Shoplifting, $50-$200","230046579"
