"incident_date","incident_datetime","analysis_neighborhood","incident_category","incident_category","resolution","police_district","incident_description","incident_number"
"2022-11-27 00:00:00","2022-11-27 00:53:00","Mission","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Mission","Resisting, Delaying, or Obstructing  Peace Officer Duties","220814568"
"2022-11-27 00:00:00","2022-11-27 00:53:00","Mission","Weapons Carrying Etc","Weapons Carrying Etc","Cite or Arrest Adult","Mission","Firearm, Loaded, in Vehicle, Possession or Use","220814568"
"2022-11-27 00:00:00","2022-11-27 00:53:00","Mission","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Mission","Resisting, Delaying, or Obstructing  Peace Officer Duties","220814568"
"2022-11-27 00:00:00","2022-11-27 00:53:00","Mission","Weapons Carrying Etc","Weapons Carrying Etc","Cite or Arrest Adult","Mission","Firearm, Possession By Prohibited Person","220814568"
"2022-11-27 00:00:00","2022-11-27 00:53:00","Mission","Weapons Carrying Etc","Weapons Carrying Etc","Cite or Arrest Adult","Mission","Firearm, Loaded, in Vehicle, Possession or Use","220814568"
"2022-11-27 00:00:00","2022-11-27 00:53:00","Mission","Weapons Carrying Etc","Weapons Carrying Etc","Cite or Arrest Adult","Mission","Firearm, Loaded, in Vehicle, Possession or Use","220814568"
"2022-11-27 00:00:00","2022-11-27 01:00:00","Tenderloin","Miscellaneous Investigation","Miscellaneous Investigation","Open or Active","Central","Miscellaneous Investigation","220814671"
"2022-11-27 00:00:00","2022-11-27 01:10:00","Lone Mountain/USF","Fire Report","Fire Report","Open or Active","Park","Fire Report","220814615"
"2022-11-27 00:00:00","2022-11-27 01:15:00","Lone Mountain/USF","Fire Report","Fire Report","Open or Active","Park","Fire Report","220814615"
"2022-11-27 00:00:00","2022-11-27 01:20:00","Lone Mountain/USF","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Park","Vehicle, Stolen, Auto","220814609"
"2022-11-27 00:00:00","2022-11-27 01:26:00","Lone Mountain/USF","Malicious Mischief","Malicious Mischief","Open or Active","Park","Malicious Mischief, Vandalism to Vehicle","220814643"
"2022-11-27 00:00:00","2022-11-27 01:30:00","South of Market","Non-Criminal","Non-Criminal","Open or Active","Southern","Aided Case, Injured or Sick Person","220814621"
"2022-11-27 00:00:00","2022-11-27 01:45:00","Financial District/South Beach","Disorderly Conduct","Disorderly Conduct","Cite or Arrest Adult","Southern","Terrorist Threats","220814637"
"2022-11-27 00:00:00","2022-11-27 02:00:00","McLaren Park","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Ingleside","Vehicle, Stolen, Truck","220815077"
"2022-11-27 00:00:00","2022-11-27 02:00:00","Tenderloin","Missing Person","Missing Person","Open or Active","Northern","Missing Adult","220817998"
"2022-11-27 00:00:00","2022-11-27 02:08:00","West of Twin Peaks","Assault","Assault","Open or Active","Ingleside","Assault, Aggravated, W/ Knife","220814665"
"2022-11-27 00:00:00","2022-11-27 02:08:00","West of Twin Peaks","Disorderly Conduct","Disorderly Conduct","Open or Active","Ingleside","Terrorist Threats","220814665"
"2022-11-27 00:00:00","2022-11-27 02:08:00","West of Twin Peaks","Assault","Assault","Open or Active","Ingleside","Assault, Aggravated, W/ Force","220814665"
"2022-11-27 00:00:00","2022-11-27 02:11:00","West of Twin Peaks","Weapons Offense","Weapons Offense","Open or Active","Ingleside","Firearm, Discharging Within City Limits","220814687"
"2022-11-27 00:00:00","2022-11-27 02:20:00","Financial District/South Beach","Disorderly Conduct","Disorderly Conduct","Open or Active","Southern","Terrorist Threats","220817625"
"2022-11-27 00:00:00","2022-11-27 02:31:00","Mission","Disorderly Conduct","Disorderly Conduct","Open or Active","Southern","Alcohol, Under Influence Of In Public Place","220814659"
"2022-11-27 00:00:00","2022-11-27 02:31:00","Mission","Other Miscellaneous","Other Miscellaneous","Open or Active","Southern","Investigative Detention","220814659"
"2022-11-27 00:00:00","2022-11-27 02:31:00","Mission","Other Miscellaneous","Other Miscellaneous","Open or Active","Southern","Interfering, W/ Police Officer","220814659"
"2022-11-27 00:00:00","2022-11-27 02:45:00","Japantown","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, From Locked Vehicle, >$950","226227612"
"2022-11-27 00:00:00","2022-11-27 03:05:00","South of Market","Missing Person","Missing Person","Open or Active","Southern","Found Person","220814693"
"2022-11-27 00:00:00","2022-11-27 03:14:00","Tenderloin","Recovered Vehicle","Recovered Vehicle","Open or Active","Tenderloin","Vehicle, Recovered, Auto","220810312"
"2022-11-27 00:00:00","2022-11-27 03:45:00","Marina","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, From Locked Vehicle, >$950","226227690"
"2022-11-27 00:00:00","2022-11-27 03:46:00","Bayview Hunters Point","Non-Criminal","Non-Criminal","Open or Active","Bayview","Found  Property","220814712"
"2022-11-27 00:00:00","2022-11-27 04:00:00","North Beach","Malicious Mischief","Malicious Mischief","Cite or Arrest Adult","Central","Malicious Mischief, Vandalism to Property","220814762"
"2022-11-27 00:00:00","2022-11-27 04:00:00","North Beach","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Central","Resisting, Delaying, or Obstructing  Peace Officer Duties","220814762"
"2022-11-27 00:00:00","2022-11-27 04:00:00","North Beach","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Central","Trespassing","220814762"
"2022-11-27 00:00:00","2022-11-27 04:30:00","Hayes Valley","Vandalism","Vandalism","Open or Active","Northern","Vehicle, Tampering","220814847"
"2022-11-27 00:00:00","2022-11-27 04:30:00","Hayes Valley","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, Vehicle Strip, >$950","220814847"
"2022-11-27 00:00:00","2022-11-27 05:06:00","Marina","Burglary","Burglary","Cite or Arrest Adult","Northern","Burglary, Non-residential, Forcible Entry","220814756"
"2022-11-27 00:00:00","2022-11-27 05:30:00","Tenderloin","Assault","Assault","Open or Active","Tenderloin","Battery, Sexual","220814790"
"2022-11-27 00:00:00","2022-11-27 05:30:00","Castro/Upper Market","Suspicious Occ","Suspicious Occ","Open or Active","Mission","Suspicious Occurrence","220816536"
"2022-11-27 00:00:00","2022-11-27 06:16:00","Russian Hill","Burglary","Burglary","Open or Active","Central","Burglary, Apartment House, Unlawful Entry","220819853"
"2022-11-27 00:00:00","2022-11-27 06:25:00","Russian Hill","Recovered Vehicle","Recovered Vehicle","Open or Active","Northern","Vehicle, Recovered, Motorcycle","220813106"
"2022-11-27 00:00:00","2022-11-27 06:37:00","Marina","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, From Locked Vehicle, $200-$950","220814897"
"2022-11-27 00:00:00","2022-11-27 06:41:00","Glen Park","Larceny Theft","Larceny Theft","Open or Active","Ingleside","Theft, From Building, $50-$200","220816978"
"2022-11-27 00:00:00","2022-11-27 07:28:00","Marina","Malicious Mischief","Malicious Mischief","Open or Active","Northern","Malicious Mischief, Vandalism to Property","220814831"
"2022-11-27 00:00:00","2022-11-27 07:28:00","Marina","Other Miscellaneous","Other Miscellaneous","Open or Active","Northern","Investigative Detention","220814831"
"2022-11-27 00:00:00","2022-11-27 07:30:00","Castro/Upper Market","Larceny Theft","Larceny Theft","Open or Active","Mission","Theft, From Unlocked Vehicle, >$950","226227355"
"2022-11-27 00:00:00","2022-11-27 07:30:00","Tenderloin","Suspicious Occ","Suspicious Occ","Open or Active","Northern","Suspicious Occurrence","220814966"
"2022-11-27 00:00:00","2022-11-27 07:30:00","Tenderloin","Non-Criminal","Non-Criminal","Open or Active","Northern","Aided Case","220814966"
"2022-11-27 00:00:00","2022-11-27 07:51:00","Outer Richmond","Non-Criminal","Non-Criminal","Open or Active","Richmond","Mental Health Detention","220814853"
"2022-11-27 00:00:00","2022-11-27 07:54:00","Excelsior","Burglary","Burglary","Open or Active","Ingleside","Burglary, Residence Under Constr, Forcible Entry","220815209"
"2022-11-27 00:00:00","2022-11-27 08:30:00","West of Twin Peaks","Assault","Assault","Cite or Arrest Adult","Ingleside","Assault, Aggravated, W/ Force","220814308"
"2022-11-27 00:00:00","2022-11-27 08:30:00","West of Twin Peaks","Miscellaneous Investigation","Miscellaneous Investigation","Cite or Arrest Adult","Ingleside","Miscellaneous Investigation","220814308"
"2022-11-27 00:00:00","2022-11-27 08:36:00","Castro/Upper Market","Other Miscellaneous","Other Miscellaneous","Open or Active","Mission","Investigative Detention","220814922"
"2022-11-27 00:00:00","2022-11-27 08:43:00","Financial District/South Beach","Other Miscellaneous","Other Miscellaneous","Open or Active","Southern","Investigative Detention","220814938"
"2022-11-27 00:00:00","2022-11-27 08:50:00","Tenderloin","Assault","Assault","Open or Active","Tenderloin","Battery","220814944"
"2022-11-27 00:00:00","2022-11-27 09:00:00","North Beach","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, Other Property, >$950","226227327"
"2022-11-27 00:00:00","2022-11-27 09:00:00","Bayview Hunters Point","Miscellaneous Investigation","Miscellaneous Investigation","Open or Active","Bayview","Miscellaneous Investigation","220817346"
"2022-11-27 00:00:00","2022-11-27 09:00:00","Sunset/Parkside","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Taraval","Vehicle, Stolen, Auto","220815469"
"2022-11-27 00:00:00","2022-11-27 09:00:00","Sunset/Parkside","Non-Criminal","Non-Criminal","Open or Active","Taraval","Mental Health Detention","220815011"
"2022-11-27 00:00:00","2022-11-27 09:00:00","Golden Gate Park","Larceny Theft","Larceny Theft","Open or Active","Richmond","Theft, From Person, $200-$950 (other than Pickpocket)","220814972"
"2022-11-27 00:00:00","2022-11-27 09:00:00","Sunset/Parkside","Assault","Assault","Open or Active","Taraval","Battery","220815011"
"2022-11-27 00:00:00","2022-11-27 09:39:00","Potrero Hill","Suspicious Occ","Suspicious Occ","Open or Active","Bayview","Suspicious Occurrence","220814988"
"2022-11-27 00:00:00","2022-11-27 09:39:00","Castro/Upper Market","Missing Person","Missing Person","Cite or Arrest Adult","Mission","Found Person","220815005"
"2022-11-27 00:00:00","2022-11-27 09:39:00","Castro/Upper Market","Warrant","Warrant","Cite or Arrest Adult","Mission","Warrant Arrest, Local SF Warrant","220815005"
"2022-11-27 00:00:00","2022-11-27 09:39:00","Castro/Upper Market","Drug Offense","Drug Offense","Cite or Arrest Adult","Mission","Narcotics Paraphernalia, Possession of","220815005"
"2022-11-27 00:00:00","2022-11-27 09:45:00","Lone Mountain/USF","Non-Criminal","Non-Criminal","Open or Active","Richmond","Dog, Bite or Attack","220815027"
"2022-11-27 00:00:00","2022-11-27 09:45:00","Lone Mountain/USF","Non-Criminal","Non-Criminal","Open or Active","Richmond","Aided Case","220815027"
"2022-11-27 00:00:00","2022-11-27 10:00:00","Western Addition","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, From Locked Vehicle, >$950","220815287"
"2022-11-27 00:00:00","2022-11-27 10:03:00","Bayview Hunters Point","Recovered Vehicle","Recovered Vehicle","Open or Active","Bayview","Vehicle, Recovered, Motorcycle","220781638"
"2022-11-27 00:00:00","2022-11-27 10:15:00","Financial District/South Beach","Missing Person","Missing Person","Open or Active","Central","Found Person","220815061"
"2022-11-27 00:00:00","2022-11-27 10:30:00","Bayview Hunters Point","Suspicious Occ","Suspicious Occ","Open or Active","Bayview","Suspicious Occurrence","220815168"
"2022-11-27 00:00:00","2022-11-27 10:30:00","Bayview Hunters Point","Burglary","Burglary","Open or Active","Bayview","Burglary, Apartment House, Unlawful Entry","220815691"
"2022-11-27 00:00:00","2022-11-27 10:30:00","Marina","Burglary","Burglary","Open or Active","Northern","Burglary, Hot Prowl, Forcible Entry","220819308"
"2022-11-27 00:00:00","2022-11-27 10:41:00","Visitacion Valley","Robbery","Robbery","Open or Active","Ingleside","Robbery, Street or Public Place, W/ Force","220815152"
"2022-11-27 00:00:00","2022-11-27 10:45:00","Western Addition","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, From Locked Vehicle, >$950","220815481"
"2022-11-27 00:00:00","2022-11-27 11:00:00","Excelsior","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Ingleside","Vehicle, Stolen, Auto","220817465"
"2022-11-27 00:00:00","2022-11-27 11:00:00","Marina","Non-Criminal","Non-Criminal","Open or Active","Northern","Dog, Bite or Attack","220815215"
"2022-11-27 00:00:00","2022-11-27 11:00:00","Western Addition","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, From Locked Vehicle, >$950","220815481"
"2022-11-27 00:00:00","2022-11-27 11:00:00","Bayview Hunters Point","Other Offenses","Other Offenses","Open or Active","Bayview","License Plate, Recovered","220814825"
"2022-11-27 00:00:00","2022-11-27 11:15:00","Western Addition","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, From Locked Vehicle, >$950","226227775"
"2022-11-27 00:00:00","2022-11-27 11:15:00","Mission","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Mission","Vehicle, Stolen, Motorcycle","220815867"
"2022-11-27 00:00:00","2022-11-27 11:30:00","Inner Sunset","Larceny Theft","Larceny Theft","Open or Active","Richmond","Theft, From Locked Vehicle, $200-$950","220818059"
"2022-11-27 00:00:00","2022-11-27 11:38:00","Mission Bay","Larceny Theft","Larceny Theft","Open or Active","Southern","Theft, From Person, $200-$950 (other than Pickpocket)","220815243"
"2022-11-27 00:00:00","2022-11-27 11:38:00","Mission Bay","Assault","Assault","Open or Active","Southern","Battery, former Spouse or Dating Relationship","220815243"
"2022-11-27 00:00:00","2022-11-27 11:50:00","West of Twin Peaks","Malicious Mischief","Malicious Mischief","Open or Active","Mission","Malicious Mischief, Tire Slashing","220815259"
"2022-11-27 00:00:00","2022-11-27 12:00:00","Nob Hill","Non-Criminal","Non-Criminal","Open or Active","Central","Mental Health Detention","220816332"
"2022-11-27 00:00:00","2022-11-27 12:00:00","Sunset/Parkside","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Taraval","Vehicle, Stolen, Truck","220818065"
"2022-11-27 00:00:00","2022-11-27 12:00:00","Bernal Heights","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Mission","Vehicle, Stolen, Auto","220817669"
"2022-11-27 00:00:00","2022-11-27 12:00:00","South of Market","Other Miscellaneous","Other Miscellaneous","Open or Active","Tenderloin","Trespassing","220820991"
"2022-11-27 00:00:00","2022-11-27 12:00:00","South of Market","Non-Criminal","Non-Criminal","Open or Active","Tenderloin","Mental Health Detention","220820991"
"2022-11-27 00:00:00","2022-11-27 12:07:00","Bayview Hunters Point","Recovered Vehicle","Recovered Vehicle","Open or Active","Bayview","Vehicle, Recovered, Auto","220791110"
"2022-11-27 00:00:00","2022-11-27 12:15:00","Bayview Hunters Point","Missing Person","Missing Person","Open or Active","Bayview","Missing Adult","220818526"
"2022-11-27 00:00:00","2022-11-27 12:18:00","Inner Sunset","Non-Criminal","Non-Criminal","Open or Active","Park","Found  Property","220815641"
"2022-11-27 00:00:00","2022-11-27 12:19:00","Tenderloin","Non-Criminal","Non-Criminal","Open or Active","Tenderloin","Aided Case","220815362"
"2022-11-27 00:00:00","2022-11-27 12:25:00","Bayview Hunters Point","Robbery","Robbery","Open or Active","Bayview","Robbery, Att., W/ Knife","220815334"
"2022-11-27 00:00:00","2022-11-27 12:25:00","Bayview Hunters Point","Robbery","Robbery","Open or Active","Bayview","Robbery, Att., W/ Gun","220815334"
"2022-11-27 00:00:00","2022-11-27 12:30:00","Haight Ashbury","Larceny Theft","Larceny Theft","Open or Active","Park","Theft, Other Property, >$950","226227098"
"2022-11-27 00:00:00","2022-11-27 12:30:00","Haight Ashbury","Larceny Theft","Larceny Theft","Open or Active","Park","Theft, From Locked Vehicle, >$950","226227098"
"2022-11-27 00:00:00","2022-11-27 12:45:00","Sunset/Parkside","Malicious Mischief","Malicious Mischief","Cite or Arrest Adult","Taraval","Malicious Mischief, Vandalism to Property","220815378"
"2022-11-27 00:00:00","2022-11-27 12:45:00","Sunset/Parkside","Weapons Carrying Etc","Weapons Carrying Etc","Cite or Arrest Adult","Taraval","Weapon, Tear Gas, Possession by Prohibited Persons","220815378"
"2022-11-27 00:00:00","2022-11-27 12:58:00","Western Addition","Arson","Arson","Open or Active","Northern","Arson","220815403"
"2022-11-27 00:00:00","2022-11-27 12:59:00","Tenderloin","Non-Criminal","Non-Criminal","Open or Active","Central","Found  Property","220815356"
"2022-11-27 00:00:00","2022-11-27 13:00:00","Bayview Hunters Point","Malicious Mischief","Malicious Mischief","Open or Active","Bayview","Malicious Mischief, Vandalism to Vehicle","220816746"
"2022-11-27 00:00:00","2022-11-27 13:00:00","Bayview Hunters Point","Miscellaneous Investigation","Miscellaneous Investigation","Open or Active","Bayview","Miscellaneous Investigation","220817835"
"2022-11-27 00:00:00","2022-11-27 13:00:00","Hayes Valley","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, From Locked Vehicle, >$950","226227587"
"2022-11-27 00:00:00","2022-11-27 13:10:00","Marina","Malicious Mischief","Malicious Mischief","Open or Active","Northern","Malicious Mischief, Vandalism to Vehicle","220815447"
"2022-11-27 00:00:00","2022-11-27 13:10:00","Marina","Assault","Assault","Open or Active","Northern","Battery","220815447"
"2022-11-27 00:00:00","2022-11-27 13:15:00","Hayes Valley","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, From Locked Vehicle, >$950","226227640"
"2022-11-27 00:00:00","2022-11-27 13:45:00","Lakeshore","Larceny Theft","Larceny Theft","Open or Active","Taraval","Theft, From Person, $200-$950 (other than Pickpocket)","220815851"
"2022-11-27 00:00:00","2022-11-27 13:56:00","Marina","Other","Other","Open or Active","Northern","Death Report, Cause Unknown","220815566"
"2022-11-27 00:00:00","2022-11-27 14:00:00","Inner Sunset","Larceny Theft","Larceny Theft","Open or Active","Taraval","Theft, Shoplifting, $200-$950","220815500"
"2022-11-27 00:00:00","2022-11-27 14:15:00","Lone Mountain/USF","Larceny Theft","Larceny Theft","Open or Active","Richmond","Theft, From Person, >$950 (other than Pickpocket)","220815936"
"2022-11-27 00:00:00","2022-11-27 14:29:00","Tenderloin","Weapons Offense","Weapons Offense","Cite or Arrest Adult","Tenderloin","Weapon, Carrying Concealed","220815572"
"2022-11-27 00:00:00","2022-11-27 14:29:00","Tenderloin","Assault","Assault","Cite or Arrest Adult","Tenderloin","Assault, Att. Homicide, W/ Knife","220815572"
"2022-11-27 00:00:00","2022-11-27 14:30:00","Golden Gate Park","Larceny Theft","Larceny Theft","Open or Active","Richmond","Theft, From Locked Vehicle, $200-$950","220815607"
"2022-11-27 00:00:00","2022-11-27 14:45:00","Western Addition","Fraud","Fraud","Open or Active","Northern","Audiovisual (Video or Sound) Recordings, Unauthorized","220816144"
"2022-11-27 00:00:00","2022-11-27 14:45:00","Western Addition","Fraud","Fraud","Open or Active","Northern","Privacy, Invasion of  (general)","220816144"
"2022-11-27 00:00:00","2022-11-27 14:45:00","Western Addition","Suspicious Occ","Suspicious Occ","Open or Active","Northern","Suspicious Act Towards Female","220816144"
"2022-11-27 00:00:00","2022-11-27 14:54:00","South of Market","Assault","Assault","Open or Active","Southern","Battery","220816025"
"2022-11-27 00:00:00","2022-11-27 14:55:00","Inner Richmond","Miscellaneous Investigation","Miscellaneous Investigation","Open or Active","Richmond","Miscellaneous Investigation","220815594"
"2022-11-27 00:00:00","2022-11-27 15:00:00","Marina","Non-Criminal","Non-Criminal","Open or Active","Northern","Found  Property","220817186"
"2022-11-27 00:00:00","2022-11-27 15:00:00","Noe Valley","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Ingleside","Vehicle, Stolen, Auto","220821400"
"2022-11-27 00:00:00","2022-11-27 15:00:00","Hayes Valley","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, From Locked Vehicle, >$950","226227703"
"2022-11-27 00:00:00","2022-11-27 15:05:00","McLaren Park","Non-Criminal","Non-Criminal","Open or Active","Bayview","Aided Case","220815679"
"2022-11-27 00:00:00","2022-11-27 15:06:00","Marina","Lost Property","Lost Property","Open or Active","Northern","Lost Property","226227678"
"2022-11-27 00:00:00","2022-11-27 15:30:00","Bayview Hunters Point","Recovered Vehicle","Recovered Vehicle","Open or Active","Bayview","Vehicle, Recovered, Auto","220814825"
"2022-11-27 00:00:00","2022-11-27 15:30:00","Pacific Heights","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, From Locked Vehicle, >$950","226227656"
"2022-11-27 00:00:00","2022-11-27 15:55:00","Marina","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, From Locked Vehicle, >$950","226227684"
"2022-11-27 00:00:00","2022-11-27 16:00:00","Western Addition","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, From Locked Vehicle, $200-$950","220815776"
"2022-11-27 00:00:00","2022-11-27 16:00:00","Western Addition","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, From Unlocked Vehicle, >$950","226227593"
"2022-11-27 00:00:00","2022-11-27 16:00:00","Lincoln Park","Larceny Theft","Larceny Theft","Open or Active","Richmond","Theft, From Locked Vehicle, >$950","220815798"
"2022-11-27 00:00:00","2022-11-27 16:00:00","Inner Sunset","Larceny Theft","Larceny Theft","Open or Active","Richmond","Theft, From Unlocked Vehicle, >$950","226227145"
"2022-11-27 00:00:00","2022-11-27 16:00:00","North Beach","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, From Locked Vehicle, >$950","226227311"
"2022-11-27 00:00:00","2022-11-27 16:07:00","Pacific Heights","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, From Locked Vehicle, >$950","220815992"
"2022-11-27 00:00:00","2022-11-27 16:15:00","Japantown","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, From Locked Vehicle, >$950","220815914"
"2022-11-27 00:00:00","2022-11-27 16:15:00","Lakeshore","Other Miscellaneous","Other Miscellaneous","Open or Active","Taraval","Trespassing","220815817"
"2022-11-27 00:00:00","2022-11-27 16:15:00","Lakeshore","Offences Against The Family And Children","Offences Against The Family And Children","Open or Active","Taraval","Hate Crime (secondary only)","220815817"
"2022-11-27 00:00:00","2022-11-27 16:22:00","Chinatown","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, Shoplifting, >$950","220815754"
"2022-11-27 00:00:00","2022-11-27 16:30:00","Tenderloin","Larceny Theft","Larceny Theft","Open or Active","Tenderloin","Theft, From Building, $50-$200","220816241"
"2022-11-27 00:00:00","2022-11-27 16:30:00","Castro/Upper Market","Larceny Theft","Larceny Theft","Open or Active","Park","Theft, From Locked Vehicle, >$950","220818695"
"2022-11-27 00:00:00","2022-11-27 16:30:00","Hayes Valley","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, From Locked Vehicle, >$950","220815873"
"2022-11-27 00:00:00","2022-11-27 16:30:00","Hayes Valley","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, From Locked Vehicle, $50-$200","220815845"
"2022-11-27 00:00:00","2022-11-27 16:40:00","Oceanview/Merced/Ingleside","Assault","Assault","Cite or Arrest Adult","Taraval","Battery","220815889"
"2022-11-27 00:00:00","2022-11-27 16:40:00","Outer Richmond","Larceny Theft","Larceny Theft","Open or Active","Richmond","Theft, From Locked Vehicle, $200-$950","220815895"
"2022-11-27 00:00:00","2022-11-27 16:47:00","Tenderloin","Other Miscellaneous","Other Miscellaneous","Open or Active","Tenderloin","Trespassing","220816235"
"2022-11-27 00:00:00","2022-11-27 16:50:00","Western Addition","Malicious Mischief","Malicious Mischief","Open or Active","Northern","Malicious Mischief, Breaking Windows","220816285"
"2022-11-27 00:00:00","2022-11-27 16:52:00","Twin Peaks","Non-Criminal","Non-Criminal","Open or Active","Park","Found  Property","220815823"
"2022-11-27 00:00:00","2022-11-27 17:00:00","Bayview Hunters Point","Disorderly Conduct","Disorderly Conduct","Open or Active","Bayview","Terrorist Threats","220815920"
"2022-11-27 00:00:00","2022-11-27 17:00:00","Hayes Valley","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, From Locked Vehicle, >$950","220816031"
"2022-11-27 00:00:00","2022-11-27 17:00:00","Portola","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Bayview","Vehicle, Stolen, Auto","220816843"
"2022-11-27 00:00:00","2022-11-27 17:00:00","Sunset/Parkside","Traffic Collision","Traffic Collision","Open or Active","Taraval","Traffic Collision","220575986"
"2022-11-27 00:00:00","2022-11-27 17:00:00","Tenderloin","Larceny Theft","Larceny Theft","Open or Active","Tenderloin","Theft, From Locked Vehicle, $200-$950","220816291"
"2022-11-27 00:00:00","2022-11-27 17:00:00","Bayview Hunters Point","Robbery","Robbery","Open or Active","Bayview","Robbery, Comml. Establ., W/ Force","220815920"
"2022-11-27 00:00:00","2022-11-27 17:00:00","North Beach","Other Miscellaneous","Other Miscellaneous","Open or Active","Central","Investigative Detention","220815964"
"2022-11-27 00:00:00","2022-11-27 17:20:00","Financial District/South Beach","Assault","Assault","Open or Active","Central","Assault, Aggravated, W/ Other Weapon","220816003"
"2022-11-27 00:00:00","2022-11-27 17:20:00","Financial District/South Beach","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, Bicycle, >$950","220816003"
"2022-11-27 00:00:00","2022-11-27 17:30:00","Western Addition","Malicious Mischief","Malicious Mischief","Open or Active","Northern","Malicious Mischief, Graffiti, Real or Personal Property","220816075"
"2022-11-27 00:00:00","2022-11-27 17:30:00","Western Addition","Assault","Assault","Open or Active","Northern","Battery","220816075"
"2022-11-27 00:00:00","2022-11-27 17:30:00","North Beach","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, From Locked Vehicle, $200-$950","220816508"
"2022-11-27 00:00:00","2022-11-27 17:30:00","Haight Ashbury","Larceny Theft","Larceny Theft","Open or Active","Park","Theft, From Locked Vehicle, >$950","220818855"
"2022-11-27 00:00:00","2022-11-27 17:35:00","Hayes Valley","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, From Locked Vehicle, >$950","226227634"
"2022-11-27 00:00:00","2022-11-27 17:41:00","Tenderloin","Larceny Theft","Larceny Theft","Open or Active","Tenderloin","Theft, Pickpocket, $200-$950","220817409"
"2022-11-27 00:00:00","2022-11-27 17:44:00","Noe Valley","Warrant","Warrant","Cite or Arrest Adult","Mission","Warrant Arrest, Local SF Warrant","200469832"
"2022-11-27 00:00:00","2022-11-27 17:47:00","Tenderloin","Assault","Assault","Open or Active","Tenderloin","Battery","220816047"
"2022-11-27 00:00:00","2022-11-27 18:00:00","Inner Richmond","Non-Criminal","Non-Criminal","Open or Active","Richmond","Firearm, Turned In by Public","220816019"
"2022-11-27 00:00:00","2022-11-27 18:00:00","Lone Mountain/USF","Other","Other","Open or Active","Park","Death Report, Cause Unknown","220818441"
"2022-11-27 00:00:00","2022-11-27 18:00:00","Lakeshore","Lost Property","Lost Property","Open or Active","Taraval","Lost Property","220816815"
"2022-11-27 00:00:00","2022-11-27 18:00:00","Hayes Valley","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, From Locked Vehicle, >$950","226227662"
"2022-11-27 00:00:00","2022-11-27 18:05:00","North Beach","Offences Against The Family And Children","Offences Against The Family And Children","Open or Active","Central","Violation of Restraining Order","220816069"
"2022-11-27 00:00:00","2022-11-27 18:20:00","Tenderloin","Suspicious Occ","Suspicious Occ","Open or Active","Tenderloin","Suspicious Occurrence","220816100"
"2022-11-27 00:00:00","2022-11-27 18:30:00","Mission","Larceny Theft","Larceny Theft","Open or Active","Mission","Theft, From Locked Vehicle, >$950","220816304"
"2022-11-27 00:00:00","2022-11-27 18:33:00","Western Addition","Robbery","Robbery","Open or Active","Northern","Robbery, W/ Force","220816097"
"2022-11-27 00:00:00","2022-11-27 18:35:00","Bayview Hunters Point","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, From Locked Vehicle, >$950","220816279"
"2022-11-27 00:00:00","2022-11-27 18:45:00","Russian Hill","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, From Locked Vehicle, >$950","220816122"
